SJT,superbowl,2018-02-04 19:51:26,0,,False,,,,http://pbs.twimg.com/profile_images/882681925747396608/zgA-5stn_normal.jpg,3418913993,3418913993,84,False,000000,,http://twitter.com/download/android,Twitter for Android,84,RT @BatmanNewsCom: I can't wait to see Henry Cavill in the new #MissionImpossible trailer tonight during the #SuperBowl. I've always loved…,10,0,960239394363006977,960239394363006977,en,2018-02-04 19:51:43.383961,Earth,jsyed90,Sports and Technology
Trey Sangine,superbowl,2018-02-04 19:51:26,0,,False,,,,http://pbs.twimg.com/profile_images/950205337667334145/hcRgU1OA_normal.jpg,954617221,954617221,888,True,000000,,http://twitter.com/download/iphone,Twitter for iPhone,888,"RT @AdamMKaufman: As expected, Tom Brady is now a 3-time #NFL MVP. 

Tomorrow, the #Patriots QB could be a 5-time #SuperBowl MVP.",65,0,960239394329448449,960239394329448449,en,2018-02-04 19:51:43.384970,"41.516386,-74.830971",treysangine,Hit the gear in the top right and click on “Turn off Retweets”. You’ll thank me on Sundays
nomadgears 🌏,superbowl,2018-02-04 19:51:26,0,,False,,,,http://pbs.twimg.com/profile_images/920878012433702912/QJD_Tedn_normal.jpg,917717191671218176,917717191671218176,753,False,333333,,http://twitter.com/download/iphone,Twitter for iPhone,753,Who will win tonight? Patiently waiting for the game #SuperBowl #SuperBowlSunday  #Eagles #Patriots… https://t.co/QGWipDp3Zh,0,0,960239393653977089,960239393653977089,en,2018-02-04 19:51:43.385946,,nomadgears,Travel kit for travelers and digital nomads ⛺️
Cherwyn  🇺🇸,superbowl,2018-02-04 19:51:26,0,,False,,,,http://pbs.twimg.com/profile_images/527171805308813312/mS7hWW-L_normal.jpeg,1883261514,1883261514,7817,False,333333,,http://twitter.com/download/iphone,Twitter for iPhone,7817,"RT @W_C_Patriot: ❓❓WHO NEEDS THE #NFL❓❓

During @realDonaldTrump's #SOTU,  I felt like I was watching the Super Bowl and Team America was w…",139,0,960239393318449152,960239393318449152,en,2018-02-04 19:51:43.386522,,CherylBolla,"🙏Christian Grandma, AFVet Son, Sm. Bus Admin, 🇺🇸 Constitution #MAGA #Military #Police #GenFlynn, #Animals . NO LISTS NO DMs"
The ADD Magician,superbowl,2018-02-04 19:51:26,0,,False,,,,http://pbs.twimg.com/profile_images/907834711422140416/2dTM-lId_normal.jpg,238051878,238051878,3851,True,786A55,,https://mobile.twitter.com,Twitter Lite,3851,"RT @RealJoltCola: The #SuperBowl commercial that we “didn’t have the budget for""........................... https://t.co/PbD4VQQqbn",5,0,960239392995659778,960239392995659778,en,2018-02-04 19:51:43.387792,United States,ADDMagician,"Husband, Father of two, Social Media Marketer, The ADD Magician
On Facebook: https://t.co/dtqS2Efylp"
Atlas Chiropractic,superbowl,2018-02-04 19:51:26,0,,False,,,,http://pbs.twimg.com/profile_images/509362335752802304/wDjWMh4i_normal.png,122458617,122458617,2416,False,333333,,http://twitter.com,Twitter Web Client,2416,Team Chiropractor for @patriots &amp; @palmercollege graduate Dr. Michael Miller talks about choosing a chiropractic ca… https://t.co/Y8nZFBXOaS,0,0,960239392953643010,960239392953643010,en,2018-02-04 19:51:43.389307,"Ontario, Canada",atlaschirosys,World Class Paperless Office Management Solution📱1-877-602-8527
Old Broken Veteran,superbowl,2018-02-04 19:51:26,0,,False,,,,http://pbs.twimg.com/profile_images/954907009337479169/NOuZwZPB_normal.jpg,767779398409936896,767779398409936896,1938,True,333333,,http://twitter.com/download/iphone,Twitter for iPhone,1938,RT @dbongino: Sad to say but this is the second #SuperBowl in a row that I’m going to miss. But I love my country more than the game. I hop…,1292,0,960239392467103744,960239392467103744,en,2018-02-04 19:51:43.389869,"Left coast of Florida, USA",UH60Av8tor,"U.S. Army Combat Veteran , Freedom loving Constitutional Conserviterian. Pro God & Guns! Hurricane Irma survivor!  #Preparedness  List= Block"
Haron Zaanan,superbowl,2018-02-04 19:51:26,0,,False,,,,http://pbs.twimg.com/profile_images/959117684200890368/etMmuwBx_normal.jpg,2519805525,2519805525,2064,True,333333,,http://twitter.com/download/iphone,Twitter for iPhone,2064,RT @tyleroakley: me today watching the #SuperBowl https://t.co/qx0FHpgbqg,227,0,960239392378978304,960239392378978304,en,2018-02-04 19:51:43.391214,"Bruxelles, Belgique",haronzaanan,📸 Insta: haronzaanan 👻 Snap: thefxckingkxng ✨15 years old 🙌🏻 believe in yourself 🙌🏻
Lauren Ferrell,superbowl,2018-02-04 19:51:26,0,,False,,,,http://pbs.twimg.com/profile_images/957321841084739585/n5uIG1-m_normal.jpg,822979908171243521,822979908171243521,267,True,000000,,http://twitter.com/download/android,Twitter for Android,267,Who are y'all rooting for the Eagles or Patriots? For me the Eagles. #SuperBowl,0,0,960239392030834689,960239392030834689,en,2018-02-04 19:51:43.393166,,LaurenFerrell99,"I'm just a crazy 18 year old girl who loves pancakes, pizza and ice cream|#Keypersquad| Martinator 4 life"
conno,superbowl,2018-02-04 19:51:26,0,,False,,,,http://pbs.twimg.com/profile_images/958463947392323585/itAlfx_6_normal.jpg,19872266,19872266,1901,True,333333,,http://twitter.com/download/iphone,Twitter for iPhone,1901,RT @kelly_knox: Me during every #SuperBowl commercial break today https://t.co/xVqeLkatLd,49,0,960239391947083778,960239391947083778,en,2018-02-04 19:51:43.393701,sinister cherub | #firetwins,thababes,"with the blood of a scoundrel and a princess in his veins, his defiance will shake the stars."
J-Ice,superbowl,2018-02-04 19:51:26,0,,False,,,,http://pbs.twimg.com/profile_images/612219303748837377/sM8hOxOp_normal.jpg,478977536,478977536,160,True,333333,,http://twitter.com/download/android,Twitter for Android,160,RT @MalcolmJenkins: 🙌🏾 so grateful! It’s finally here! #FlyEaglesFly #SuperBowl https://t.co/8ZldoXNfXQ,2153,0,960239391934427137,960239391934427137,en,2018-02-04 19:51:43.395046,,J_ice508,Jerry~Ice mothafuckaaass #RNS government name- Jeremiah O'Leary
Brandon Crow,superbowl,2018-02-04 19:51:25,0,,True,,,,http://pbs.twimg.com/profile_images/907638960507068416/4qypZFdx_normal.jpg,785289524,785289524,296,True,333333,,http://twitter.com/download/iphone,Twitter for iPhone,296,"RT @JohnCena: If this does not make your heart race, not matter WHO you follow, you may need to check your @NFL pulse #SuperBowl #NeverGive…",446,0,960239391565213696,960239391565213696,en,2018-02-04 19:51:43.396582,,bcrow_88,"Husband, son, LDS, lover of sports & Voice of UVU Women's Soccer & Men's Basketball"
Bryce Eimer,superbowl,2018-02-04 19:51:25,0,,False,,,,http://pbs.twimg.com/profile_images/933315921761927169/fMMnpVpb_normal.jpg,1247570652,1247570652,314,False,333333,,http://twitter.com/download/iphone,Twitter for iPhone,314,RT @dallascowboys: Mood. #SuperBowl https://t.co/JU6MlV6ZT8,2665,0,960239391405944833,960239391405944833,en,2018-02-04 19:51:43.398179,New Jersey ,bryceeimer12,St. Augustine Prep #30 DE/LS|Rubio Long Snapper|2020|4⭐️
Wilo RRamos FeRRer,superbowl,2018-02-04 19:51:25,0,,True,,,,http://pbs.twimg.com/profile_images/960039531578822656/SDs0AInT_normal.jpg,307991956,307991956,15328,True,333333,,http://twitter.com/download/android,Twitter for Android,15328,#FlyEaglesFly #SuperBowl https://t.co/ouN6LwhOjQ,0,0,960239391254949889,960239391254949889,und,2018-02-04 19:51:43.399578,"San Juan, PR",EnemigoELA,"Anticolonialist and conservative statehooder, fighter and survivor of the Puerto Rican colony ¡BORICUA AHORA ES!"
My Hero Devon,superbowl,2018-02-04 19:51:25,0,,False,,,,http://pbs.twimg.com/profile_images/1668784216/386582_10150391734631347_633311346_8763607_563136858_n_normal.jpg,16953318,16953318,303,False,000000,,https://mobile.twitter.com,Twitter Lite,303,RT @kelly_knox: Me during every #SuperBowl commercial break today https://t.co/xVqeLkatLd,49,0,960239390734745600,960239390734745600,en,2018-02-04 19:51:43.400581,"Saskatoon, SK, Canada",MyHeroDevon,Husband of 1. Father of 3. Fixing the web one day at a time. Abrasive Level 37 Front-End Web Alchemist. Likes things.
Fernando Castillo,superbowl,2018-02-04 19:51:25,0,,False,,,,http://pbs.twimg.com/profile_images/960165523303620610/vhMhnroy_normal.jpg,138050245,138050245,6946,True,333333,,http://twitter.com/download/iphone,Twitter for iPhone,6946,RT @pictoline: #SuperBowl Cómo se vive entre distintos fans 🏈😍😬😏 https://t.co/dhVcMyi8gU,55,0,960239390038659072,960239390038659072,es,2018-02-04 19:51:43.402073,,DonFernandoC,Abogado. Columnista. Hago siempre lo que pienso y siempre pienso lo que hago. Católico y provida.
Oli Scarborough,superbowl,2018-02-04 19:51:25,0,,False,,,,http://pbs.twimg.com/profile_images/959512692397572101/Jk4LAcor_normal.jpg,901723310064631808,901723310064631808,6,True,333333,,http://twitter.com/download/iphone,Twitter for iPhone,6,"RT @fkajack: never forget lady gaga singing ""no matter gay, straight or bi, lesbian, transgender life"" at the most heterosexual event in th…",793,0,960239389451448320,960239389451448320,en,2018-02-04 19:51:43.403489,"Worcester, England",Oli_Scarbs,"Lover of music, films and sport. That’s about it really."
Alexa Rae,superbowl,2018-02-04 19:51:25,0,,False,,,,http://pbs.twimg.com/profile_images/859219184106049537/oG_Byacg_normal.jpg,845749429,845749429,448,True,333333,,http://twitter.com/download/iphone,Twitter for iPhone,448,Going to Walmart on a Sunday is crazy but going to Walmart on Superbowl Sunday is CRAZY,0,0,960239389220712449,960239389220712449,en,2018-02-04 19:51:43.404489,"St Augustine Beach, FL",alexaraee16,It's a helluva life • Cumberland softball
KarmaWord,superbowl,2018-02-04 19:51:25,0,,False,,,,http://pbs.twimg.com/profile_images/956759622269919232/ZWtUmuwv_normal.jpg,826571523850907649,826571523850907649,8796,True,000000,,http://twitter.com,Twitter Web Client,8796,"RT @funder: Retweetfest: Tweet this link out in the next 4 hours &amp; we'll RT you!

We are gonna do the same thing we did in Alabama, Virgini…",507,0,960239389203943436,960239389203943436,en,2018-02-04 19:51:43.405094,United States,KarmaWordz,#TheResistance #NotMyPresident #FBR Blog: https://t.co/kgIUjAA9MX Shop: https://t.co/U18sPEZZMn 🌊🌊
scofield,superbowl,2018-02-04 19:51:25,0,,False,,,,http://pbs.twimg.com/profile_images/905529019445207046/m3jTcwr1_normal.jpg,164779215,164779215,824,True,1C1F23,,http://twitter.com/download/iphone,Twitter for iPhone,824,RT @FallonTonight: Jimmy &amp; @jtimberlake will be back hanging together again TONIGHT on #FallonLIVE after the #SuperBowl! #JTonFallon https:…,42,0,960239388981694464,960239388981694464,en,2018-02-04 19:51:43.406320,"New York, USA",HeyyItsChrisss,We've got a front row seat to the moon
Batterlicious,superbowl,2018-02-04 19:51:25,0,,False,,,,http://pbs.twimg.com/profile_images/702450513019850752/QFsMkeGK_normal.png,2573673451,2573673451,647,False,000000,,https://ifttt.com,IFTTT,647,Ours bets are on THIS Super Bowl. How about you?!! 😋🍪🏈 #superbowl #publix #racetrac #meijer #dough #yum… https://t.co/E44WZiBf38,0,0,960239388692238338,960239388692238338,en,2018-02-04 19:51:43.407574,"Palm Beach, Florida ",Batterlicious,Edible Cookie Dough
Bobette copper,superbowl,2018-02-04 19:51:25,0,,False,,,,http://pbs.twimg.com/profile_images/924082029372854272/HxOZpeky_normal.jpg,3518597594,3518597594,255,True,333333,,http://twitter.com/download/android,Twitter for Android,255,"RT @JoeConchaTV: To those declaring a boycott of the Super Bowl today over the anthem controversy, here's a fun fact. Not one of the 636 pl…",488,0,960239388428001285,960239388428001285,en,2018-02-04 19:51:43.408045,"Nebraska, USA",bobette_copper,"Warning my graphic experienced opinions may offend you, but I am entitled to one just like you. Looking for adult conversation and opinions."
Khaled Beydoun,superbowl,2018-02-04 19:51:25,0,,False,,,,http://pbs.twimg.com/profile_images/959556780941565953/YmTP5nbA_normal.jpg,2163076560,2163076560,46468,True,333333,,http://twitter.com,Twitter Web Client,46468,RT @AmIslamophobia: Who's going to win the #SuperBowl?,1,0,960239388256096256,960239388256096256,en,2018-02-04 19:51:43.408727,"Detroit, MI",KhaledBeydoun,"Law Professor | Critical Race Theorist | Author of American Islamophobia: Understanding The Roots & Rise of Fear, forthcoming in '18 (Univ. of California Press)"
Rocío,superbowl,2018-02-04 19:51:25,0,,False,,,,http://pbs.twimg.com/profile_images/531195698364948482/bplBTlQP_normal.jpeg,2867965691,2867965691,346,False,333333,,http://twitter.com,Twitter Web Client,346,RT @guruchuirer: Hicieron todo lo posible para evitar que este #Superbowl no fuera el del AGUACATE. ¡No comas hamburguesas el día de hoy! h…,209,0,960239387626889216,960239387626889216,es,2018-02-04 19:51:43.409407,,RocioRitzay,"Porque no basta con ser, hay que estar"
Luis Rodríguez,superbowl,2018-02-04 19:51:24,0,,False,,,,http://pbs.twimg.com/profile_images/914575342295187456/HhTijSMA_normal.jpg,1383626780,1383626780,173,True,666666,,http://twitter.com/download/android,Twitter for Android,173,RT @pictoline: #SuperBowl Cómo se vive entre distintos fans 🏈😍😬😏 https://t.co/dhVcMyi8gU,55,0,960239387282952193,960239387282952193,es,2018-02-04 19:51:43.410043,"Barranquilla, Colombia",LuisRRodriguezA,🇻🇪 & 🇨🇴
MST3K Revival League,superbowl,2018-02-04 19:51:24,0,,False,,,,http://pbs.twimg.com/profile_images/859873973114466305/TOP5Ught_normal.jpg,826759539093553153,826759539093553153,1851,True,333333,,http://twitter.com,Twitter Web Client,1851,"RT @WedObserver29: Servo and Tibby agree to play some football, only to realize they are worlds apart. #MST3K #BigGame #SportsBall #RetroGa…",1,0,960239387161366528,960239387161366528,en,2018-02-04 19:51:43.411276,"Hollywood, CA",MST3K_Revival,"Fanclub for Mystery Science Theater 3000 Kickstarter & beyond! Facebook group (over 12,000 members!), Meet-Ups, Celebrity Interviews, Soda Reviews & Podcast!"
Nicole Gallion,superbowl,2018-02-04 19:51:24,0,,False,,,,http://pbs.twimg.com/profile_images/931622004112814080/5_X5sgNu_normal.jpg,2227301580,2227301580,529,True,333333,,http://twitter.com/download/iphone,Twitter for iPhone,529,"RT @ImChelseaGreen: Happy #Superbowl 🏈 ...I’m goina pretend this is my Pats jersey. Who ya got? 
#Patriots #TomBrady #PatsNation https://t.…",21,0,960239386141978624,960239386141978624,en,2018-02-04 19:51:43.412284,,NikkiGallion_98,"Family, Friends, WWE, John Cena, Daniel Bryan, Dolph Ziggler, Bella Twins, Becky Lynch, Sasha Banks, Lana, Carmella, Lele Pons,  The Queen Charlotte Flair"
Alison Rogers,superbowl,2018-02-04 19:51:24,0,,False,,,,http://pbs.twimg.com/profile_images/838458209321041920/-7nfwT00_normal.jpg,482518523,482518523,501,True,333333,,http://twitter.com/download/iphone,Twitter for iPhone,501,RT @UR_Ninja: “Know Your Rights” training conducted by the @SWOPMinneapolis . The training was aimed at the #sexworker community &amp; hoped to…,68,0,960239385793921028,960239385793921028,en,2018-02-04 19:51:43.413303,"Toronto, Ontario",alisonr2004,"Piano and music theory teacher,specialized in teaching autistic children,survivor of torture,lover of coffee,writing,and baking."
Jassy👸🏾,superbowl,2018-02-04 19:51:24,0,,False,,,,http://pbs.twimg.com/profile_images/954882155930378240/a8Fqc6Rt_normal.jpg,286400751,286400751,2640,True,DF57E6,,http://twitter.com/download/iphone,Twitter for iPhone,2640,SuperBowl parties? 👀 point me in the right direction,0,0,960239385412239361,960239385412239361,en,2018-02-04 19:51:43.414836,,MADEuniquely__,I'm too cool for you.✨ | 803 ✈️ 843 | CCU🌊|Snapchat: jassyboo_21 | Instagram: madeuniquely__
Runner Bliss,superbowl,2018-02-04 19:51:24,0,,False,,,,http://pbs.twimg.com/profile_images/458967188276137988/esrl34je_normal.jpeg,35584127,35584127,98048,False,333333,,http://www.hootsuite.com,Hootsuite,98048,RT @jmitchem: SNL Nails it. #SuperBowl https://t.co/eI6i3xbucD,1,0,960239385164861441,960239385164861441,nl,2018-02-04 19:51:43.415358,Raleigh-Durham NC prior Boston,RunnerBliss,"#runnerbliss chasing my Asics to places where art, science & fascinating people connect.Sound mind sound body. Wireless Health Fitness Food Running Skiing Style"
Stephanie Kuehner,superbowl,2018-02-04 19:51:24,0,,False,,,,http://pbs.twimg.com/profile_images/895112245721673729/eeegf4es_normal.jpg,205267555,205267555,144,False,3E4415,,http://twitter.com/download/iphone,Twitter for iPhone,144,Spending the entire #SuperBowl with a family who hates the #patriots. I’m dressed like a walking patriots ad. Pray… https://t.co/FqH4jI8Kmv,0,0,960239385135452160,960239385135452160,en,2018-02-04 19:51:43.416686,,stephkuehner,Steph. 🤗
Jamie ♏️oran,superbowl,2018-02-04 19:51:24,0,,False,,,,http://pbs.twimg.com/profile_images/860991789565714435/OIOc9Ck-_normal.jpg,580928629,580928629,4016,True,333333,,http://twitter.com/download/iphone,Twitter for iPhone,4016,"Let's Go Chicago Bulls!

#SuperBowl https://t.co/DT8YJOL7Pq",0,0,960239384980262913,960239384980262913,en,2018-02-04 19:51:43.417166,"Durham, England",JamieMoranUK,"YouTube Creator, Gamer at heart, Sci-Fi nut. Sarcastic Brit"
Elisa No Lelouch,superbowl,2018-02-04 19:51:24,0,,True,,,,http://pbs.twimg.com/profile_images/951448575141208065/E7i9GCY8_normal.jpg,2317090352,2317090352,69,False,3C3940,,http://twitter.com/download/android,Twitter for Android,69,"RT @harleyderiv: @Twelveamz ce fanboy. 

#SuperBowl https://t.co/Dt6AdnGXKz",2,0,960239384816766977,960239384816766977,en,2018-02-04 19:51:43.417780,Lyon,Orcantia_,"Otaku le jour, geek en soirée et marmotte la nuit !
Instagram 🐇🐰🐶 : benjamin_bunnies"
Olga Vazquez,superbowl,2018-02-04 19:51:24,0,,False,,,,http://pbs.twimg.com/profile_images/809212874698596352/fYN8H-YU_normal.jpg,1285069740,1285069740,3757,False,333333,,http://twitter.com/download/iphone,Twitter for iPhone,3757,"RT @FoxNews: .@toddstarnes: Boycotting the #SuperBowl - Veterans, bars, even a bowling alley are saying 'no' to the big game https://t.co/E…",677,0,960239384392945664,960239384392945664,en,2018-02-04 19:51:43.419051,"California, USA",terracotta05,"Retired from Healthcare.Its all about Faith in God, Family,Art (Design Mosaic, Paint), Cooking, Gardening. No Lists.NO PORN 👎🏻Will Block you!WILL REPORT YOU😡"
Brandon Frausto,superbowl,2018-02-04 19:51:24,0,,False,,,,http://pbs.twimg.com/profile_images/958046774664531968/v7ZQWmwR_normal.jpg,1066520672,1066520672,15069,True,333333,,http://twitter.com/download/iphone,Twitter for iPhone,15069,"RT @SlayMeQueenGaga: Good luck topping this, @jtimberlake! #PepsiHalftime / #SuperBowl https://t.co/0tMzM6P4BB",12,0,960239384166588418,960239384166588418,en,2018-02-04 19:51:43.420023,"Carrizo Springs, TX",_brandonfrausto,SC: brandonlee2121 • 20 • C.S T.X
Shaylan Ulm,superbowl,2018-02-04 19:51:24,0,,False,,,,http://pbs.twimg.com/profile_images/942112783692427267/pWLYOFsz_normal.jpg,796470289693638656,796470289693638656,213,True,000000,,http://twitter.com,Twitter Web Client,213,"ITS #SUPERBOWL SUNDAY 
#FlyEaglesFly",0,0,960239383789096967,960239383789096967,en,2018-02-04 19:51:43.421958,12/2/17,Shaylan_FlyTheW,OHS Senior - I'm 17 - Birthday : April 25th  - @Cubs/ @NHLBlackhawks/ @WWE and @Bears Fan
Tim Sorenson,superbowl,2018-02-04 19:51:24,0,,False,,,,http://pbs.twimg.com/profile_images/750573698919362560/sM0QojBb_normal.jpg,1595015149,1595015149,249,False,333333,,http://twitter.com/download/iphone,Twitter for iPhone,249,"RT @RVC_GrantsPass: A good word for #SuperBowl Sunday!
“but those who hope in the Lord will renew their strength. They will soar on wings l…",1,0,960239383365341184,960239383365341184,en,2018-02-04 19:51:43.422540,,timmysorenson,
☕️,superbowl,2018-02-04 19:51:23,0,,False,,,,http://pbs.twimg.com/profile_images/956041116842897409/ldBUoN4k_normal.jpg,892982782246309888,892982782246309888,529,True,000000,,http://twitter.com/download/iphone,Twitter for iPhone,529,RT @TstormVA: #JanetJacksonAppreciationDay trending over the Superbowl!!!!! https://t.co/DEFn7D96AA,68,0,960239382874660864,960239382874660864,en,2018-02-04 19:51:43.423663,,leonsgalore,"T, T, C, M, L. ❤️ amosc: crazylayyy [ Malik Knighten is the baddest bitch out here 😎💋] Channa, Kai’Von, Azik, and Jalik"
Burge,superbowl,2018-02-04 19:51:23,0,,False,,,,http://pbs.twimg.com/profile_images/959654614504230913/kSjlz0ms_normal.jpg,35270462,35270462,367,True,C2B919,,http://twitter.com/download/iphone,Twitter for iPhone,367,"RT @betonline_ag: Anyone want $1,000 cash ?  Guess the exact score of the #SuperBowl and it is yours !  Just be careful and follow all rule…",106,0,960239382274994176,960239382274994176,en,2018-02-04 19:51:43.425000,"Kentucky, USA",NoleBiasBurge,#Libertarian #FloridaStateSeminoles #MarshallThunderingHerd #MinnesotaVikings #CincinnatiReds #WestVirginiaPower #DDPYoga #FSUTwitter
Constable NYC Firm,superbowl,2018-02-04 19:51:23,0,,False,,,,http://pbs.twimg.com/profile_images/933687468745986048/8ezlsmvJ_normal.jpg,3048264060,3048264060,262,False,333333,,http://twitter.com/download/android,Twitter for Android,262,My only rooting interest in Superbowl.. Pats 9 Eagles 8,0,0,960239381759000576,960239381759000576,en,2018-02-04 19:51:43.425850,All of the City Only the City.,nyc_firm,Born at the Kinsale Tavern on 93rd in 95. Raised at Downing Stadium. Homeless from 2006 - 14. Graying but football mad. Round up the old crew.
Lisa,superbowl,2018-02-04 19:51:23,0,,False,,,,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,813998444616425472,813998444616425472,743,False,333333,,http://twitter.com/download/iphone,Twitter for iPhone,743,"RT @TrumpStrong45: Will you watch the #SuperBowl
today or #BoycottSuperBowl
today?

🚨🚨🚨 VOTE &amp; RETWEET 🚨🚨🚨

#SuperBowlSunday",46,0,960239381486354432,960239381486354432,en,2018-02-04 19:51:43.426327,"California, USA",getfit1johnson1,
